x,y
0.0,24.835707650561634
0.33444816053511706,-3.5687334532080626
0.6688963210702341,39.07339011573696
1.0033444816053512,86.18493763645479
1.3377926421404682,1.6702576852378836
1.6722408026755853,5.015560179296827
2.0066889632107023,99.02753040747659
2.3411371237458196,61.78310769510364
2.6755852842809364,3.2821335460617576
3.0100334448160533,57.22833662745876
3.3444816053511706,10.273931412888594
3.678929765886288,13.502809980350037
4.013377926421405,52.231892842515755
4.3478260869565215,-52.18575136332467
4.682274247491639,-39.42314915073524
5.016722408026756,22.052847618218923
5.351170568561873,2.8701496688975396
5.68561872909699,72.56855392073359
6.020066889632107,14.799465120260514
6.354515050167224,-7.070034565092328
6.688963210702341,140.17207055310112
7.023411371237458,538.5553961920766
7.357859531772576,76.95500555212195
7.6923076923076925,5.685667612404075
8.02675585284281,53.048422302168966
8.361204013377927,89.15816961927258
8.695652173913043,29.406842868015296
9.03010033444816,109.08590426176521
9.364548494983278,63.61355045389254
9.698996655518394,82.4052790655201
10.033444816053512,446.1763730419549
10.367892976588628,196.29283899133316
10.702341137123746,106.34855013434075
11.036789297658864,57.48234652879362
11.37123745819398,154.83962018709926
11.705685618729097,56.01467368873986
12.040133779264213,130.84451754287988
12.37458193979933,25.762313204004528
12.709030100334449,60.68099855842296
13.043478260869565,530.8218771346476
13.377926421404682,170.70259321381735
13.7123745819398,145.69215987889655
14.046822742474916,134.68581330533712
14.381270903010034,128.7575242506359
14.715719063545151,73.23109111708014
15.050167224080267,114.50946182106723
15.384615384615385,130.81421529816447
15.719063545150501,210.0467467624508
16.05351170568562,177.71603153527926
16.387959866220736,75.72759089407067
16.722408026755854,183.42827873729829
17.05685618729097,151.31444785209388
17.391304347826086,140.06694346296294
17.725752508361204,207.84133952565546
18.06020066889632,232.15198281376078
18.39464882943144,230.51049425012434
18.729096989966557,145.33009373853366
19.06354515050167,175.17483271245598
19.39799331103679,210.5431046805461
19.732441471571907,246.10167107183702
20.066889632107024,176.71018442880575
20.401337792642142,194.73042909323055
20.735785953177256,152.04111083147114
21.070234113712374,150.8920099330902
21.40468227424749,254.67311386218483
21.73913043478261,285.20330577636724
22.073578595317727,217.13527987416057
22.40802675585284,611.1570977954319
22.74247491638796,245.5065504162613
23.076923076923077,198.51324303897457
23.411371237458194,252.18349265000265
23.745819397993312,314.3600223032316
24.080267558528426,239.01137362978668
24.414715719063544,322.37933998133576
24.74916387959866,116.50438359149939
25.08361204013378,291.931245620099
25.418060200668897,258.5329554185975
25.752508361204015,242.57471608874675
26.08695652173913,265.45760404416643
26.421404682274247,164.83560109269786
26.755852842809364,256.57493403621805
27.090301003344482,288.7586386090322
27.4247491638796,348.14219387587184
27.759197324414714,251.67846233046478
28.093645484949832,240.51177470483893
28.42809364548495,259.19308427562265
28.762541806020067,376.8350259371448
29.096989966555185,818.9022557533954
29.431438127090303,267.8263710825511
29.765886287625417,323.32223453192194
30.100334448160535,305.85722194900734
30.434782608695652,352.78007561360096
30.76923076923077,272.58965299844004
31.103678929765888,732.5088290443317
31.438127090301002,294.77586324640214
31.77257525083612,244.5500051017553
32.10702341137124,335.8762479669412
32.441471571906355,337.467479328058
32.77591973244147,328.01487015653777
33.11036789297659,319.37432226100856
33.44481605351171,263.6796234325964
33.779264214046826,316.7603760022003
34.11371237458194,324.0013979194809
34.448160535117054,304.3677418900896
34.78260869565217,339.7618013732213
35.11705685618729,371.37311140259976
35.45150501672241,448.8243452277506
35.785953177257525,366.58842241416716
36.12040133779264,374.08153291406467
36.45484949832776,360.8261991949692
36.78929765886288,271.95441582367675
37.123745819397996,369.9117644215191
37.458193979933114,377.5934502963825
37.792642140468224,501.08852702894654
38.12709030100334,371.6528547709773
38.46153846153846,399.69275173206523
38.79598662207358,386.2242777354736
39.130434782608695,332.87044594511036
39.46488294314381,451.78997015718915
39.79933110367893,435.589962671128
40.13377926421405,440.8893899942928
40.468227424749166,359.2129015077547
40.802675585284284,478.1664713996478
41.137123745819395,341.2786843185799
41.47157190635451,444.0585737535586
41.80602006688963,527.5829819593953
42.14046822742475,371.8778660177131
42.474916387959865,396.43427739946003
42.80936454849498,433.0762137393319
43.1438127090301,406.26434438449104
43.47826086956522,357.2494371423455
43.812709030100336,441.55523904130473
44.147157190635454,388.3563862200493
44.48160535117057,468.4956750434648
44.81605351170568,402.1893234053667
45.1505016722408,529.001736973285
45.48494983277592,415.6868337109473
45.819397993311036,442.0909041228266
46.15384615384615,1010.6411387553309
46.48829431438127,403.339727322115
46.82274247491639,479.60042147937037
47.15719063545151,536.9290440686365
47.491638795986624,394.5422262318049
47.82608695652174,487.49256249183264
48.16053511705685,494.5994908829897
48.49498327759197,524.0409763647853
48.82943143812709,426.44677883736676
49.163879598662206,425.6159653324083
49.49832775919732,521.0803558728181
49.83277591973244,1183.4478457790858
50.16722408026756,514.1968833199694
50.50167224080268,522.3391328828756
50.836120401337794,474.3599679344534
51.17056856187291,523.3183704767794
51.50501672240803,529.7037908890144
51.83946488294314,482.677077928113
52.17391304347826,615.0278559920205
52.508361204013376,548.7752580857231
52.84280936454849,468.8629187853526
53.17725752508361,564.6002556825276
53.51170568561873,486.38297334482127
53.84615384615385,577.8157686486611
54.180602006688964,599.7357990172599
54.51505016722408,504.1163857546553
54.8494983277592,596.6637897398082
55.18394648829432,572.4785112297681
