x,y
0.8202581878949955,0.0
3.1441999091990636,94.23902747040044
3.3625720402908343,70.43169392392129
6.4971132112460195,162.3845739701949
10.045684186965886,0.0
11.264715191769081,13.230315968208343
12.160749520053137,0.0
14.454025638969693,77.83448341355215
15.729251422029467,519.0581643121244
17.25229546007867,66.04117383220203
17.34411413600312,63.20643199125182
17.737300966109814,0.0
18.09532633651978,235.8111951468106
20.55221681931063,120.87096848083155
20.59738272708894,74.30094675430524
23.420034431293534,231.4131557088843
23.92756627809778,574.2579300093639
27.499932250839464,243.595534089755
27.660598627079757,0.0
28.901601849116666,59.14469015315376
31.051490382888126,115.44936217835735
34.69627527734737,29.082041062651193
39.16908137338954,5.813906915752028
41.588474240192795,206.25181086895236
43.33523750711077,0.0
49.813306125714995,183.9197908908891
50.53340251363048,4.698082529607888
50.787424504060205,89.83379416447079
54.256355817737244,149.95572387242643
62.19019257737146,236.59354917865733
63.28231035836801,98.69906195168008
67.59783640763983,29.330423073060643
67.63614535421559,224.2818559223034
69.24100180426562,238.12666939145527
70.8188880774771,38.628641491330484
71.33930801415222,131.6410441268651
73.07068156306934,0.0
73.67150593200111,113.1401469658374
74.29655649764216,0.0
79.27760053702954,290.3664669981921
79.8467824190116,293.8307429366546
81.06392018649228,255.74074479031327
81.7434569182483,0.0
84.96876803622833,271.6987180265219
88.63111095218179,459.46966039725703
92.46949866888559,135.33444080104886
92.54691039611241,69.94228246286914
94.7725331910127,101.40572842177357
95.13143674774527,58.270213309713654
103.50478814674202,309.04219507284495
108.08589702199983,367.55860230748624
109.13623825959657,0.0
109.45886526280135,389.985037441567
110.07170774473968,225.18330327107924
110.4151566131923,462.41627078196115
112.30120925891917,0.0
114.47503509543233,237.43207430402512
114.72010862691218,1007.8688447625607
117.34383315146135,443.6240393159448
119.88370980044571,169.0601176956958
120.16822840497638,233.8475861455534
120.44826534338648,484.5422011099072
121.7932275795121,405.1330638737304
122.94144583666538,0.0
124.0598112364103,136.61771940931206
125.32688537422571,215.45534810376765
131.6875054222842,423.2791344139349
132.044454373003,882.743865090155
137.5713367933483,537.097010990544
139.635842653569,531.6802853834209
141.80879678963078,221.9376951865972
143.0921226036057,192.20910992587366
143.14085999559006,283.23387804351376
144.72120153342922,517.1084444121946
148.91985068703318,360.9228815183439
152.0199673384411,396.4587952234698
153.92336333966063,522.2103452232114
158.45563176125088,623.0267472182375
159.55720940537427,417.3468439700525
160.01987410760927,653.2622395728886
160.70827707079033,570.3029443363062
164.51022997024145,634.044416944861
165.08062423080534,359.8564899485141
167.38758414357287,371.54292764612063
168.0849176664434,253.00207224681793
169.78257658410678,545.3557304581982
169.99529331436807,284.13604593229957
175.4066230239064,392.6667657446841
175.89518772050096,297.5829085900116
177.38352716012295,464.70902632546085
185.76755215754105,572.519339032428
187.62337092731184,1750.5216420282857
191.99613419305618,1022.8978453812025
